creation_date,entity_id,position,impacto,morada,motivo,periodos_condicionamentos,restricao_circulacao,periodos_condicionamentos['date_max']
2023-11-08T10:39:20.000Z,EMEL.condicionamentoTransito.COND-2023-6644-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.160700391,38.738090114],[-9.160287331,38.73801898],[-9.160169314,38.738002243],[-9.160027156,38.738016888],[-9.159852813,38.738073376]]],""type"":""MultiLineString""}]}",Relevante,Avenida Columbano Bordalo Pinheiro {Troço entre a Rua Prof. Lima Bastos e a Av. Madame Curie},OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1717196340000"",""date_min"":""2023-11-13"",""hour_max"":""23:59:00"",""date_max"":""2024-05-31"",""start_date"":""1699862400000"",""hour_min"":""08:00:00""}]",Estreitamento de via,"[""2024-05-31""]"
2023-11-09T11:01:18.000Z,EMEL.condicionamentoTransito.COND-2022-6783-PA-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151303703,38.721836619],[-9.151289287,38.721822232]]],""type"":""MultiLineString""}]}",Relevante, Elevatórias e Rede de Águas Residuais de Lisboa {vários locais},CARGAS E DESCARGAS,"[{""end_date"":""1735689540000"",""date_min"":""2024-01-01"",""hour_max"":""23:59:00"",""date_max"":""2024-12-31"",""start_date"":""1704067200000"",""hour_min"":""00:00:00""}]",Estacionamento,"[""2024-12-31""]"
2023-11-09T11:14:55.000Z,EMEL.condicionamentoTransito.COND-2023-4287-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.135473787,38.76004326],[-9.138274013,38.759148084],[-9.141904612,38.757993542],[-9.147247572,38.756253327],[-9.15080158,38.755115472]]],""type"":""MultiLineString""}]}",Relevante,Av. Brasil e Campo Grande - cruzamento entre a Alameda da Universidade/Campo Grande/Av. Brasil,OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1719590400000"",""date_min"":""2023-11-09"",""hour_max"":""17:00:00"",""date_max"":""2024-06-28"",""start_date"":""1699516800000"",""hour_min"":""08:00:00""}]",Estreitamento de via,"[""2024-06-28""]"
2023-11-10T15:24:55.000Z,EMEL.condicionamentoTransito.COND-2023-1290-PA-6,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.128228942,38.727949803],[-9.128770748,38.722454794],[-9.12840312,38.726222617],[-9.127461665,38.726138917],[-9.127509945,38.726038476],[-9.126675778,38.725860612],[-9.12659544,38.725756237],[-9.128239634,38.725283325],[-9.126603487,38.725760422],[-9.125957075,38.72595398],[-9.123760345,38.726419564],[-9.126641035,38.725774369],[-9.128486395,38.725236589],[-9.128615141,38.724056387],[-9.127595901,38.724100331],[-9.127405464,38.724292847],[-9.126726865,38.724464438],[-9.126919628,38.72443494],[-9.12756604,38.72543727]]],""type"":""MultiLineString""}]}",Relevante,Av. General Roçadas/R. Professor Celestino a Rocha/R. Castelo Branco Saraiva/Rua Frei Manuel Cenáculo/R. Vila Gadanho,OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1710180000000"",""date_min"":""2024-01-11"",""hour_max"":""18:00:00"",""date_max"":""2024-03-11"",""start_date"":""1704960000000"",""hour_min"":""08:00:00""}]",Estreitamento de via,"[""2024-03-11""]"
2023-11-13T09:49:12.000Z,EMEL.condicionamentoTransito.COND-2023-4927-PA-3,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.141381714,38.749274478],[-9.131221506,38.748780803],[-9.13238054,38.748837322],[-9.132392461,38.748142703],[-9.133465345,38.748140612],[-9.132392461,38.748142703],[-9.132387097,38.747544427],[-9.133473391,38.747523508],[-9.132384414,38.747546519],[-9.132368473,38.746168887],[-9.132448045,38.746104402],[-9.132275042,38.746113816],[-9.13217446,38.746180757],[-9.131642041,38.746193309],[-9.131336269,38.74641819],[-9.131647406,38.746192263],[-9.13217446,38.746181803],[-9.132275042,38.746115908],[-9.133585302,38.746020725],[-9.135073928,38.745919266],[-9.136508909,38.745812578],[-9.138991294,38.745643131],[-9.139740971,38.745566775],[-9.139810709,38.745690199],[-9.139236716,38.745815715],[-9.138450829,38.745875336],[-9.138271121,38.745694383],[-9.133651021,38.746017446],[-9.132452073,38.746105307],[-9.132371607,38.746168065],[-9.132368925,38.746906511],[-9.132371607,38.746939981],[-9.133476677,38.74692743]]],""type"":""MultiLineString""}]}",Relevante,"Av,Est,Unidos América/R.Guilherme Suggia/R.Frei.M.Contreiras
R.Franc.Andrade/R.AntºAndrade/R.Franc.S.Coutinho",OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1709402400000"",""date_min"":""2024-01-02"",""hour_max"":""18:00:00"",""date_max"":""2024-03-02"",""start_date"":""1704182400000"",""hour_min"":""08:00:00""}]",Estreitamento de via,"[""2024-03-02""]"
2023-11-21T10:58:45.000Z,EMEL.condicionamentoTransito.COND-2023-1470-10,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.152156974,38.734816165],[-9.151996042,38.733732367]]],""type"":""MultiLineString""}]}",Relevante,Rua Marquês Sá da Bandeira {troço entre a Rua Marquês da Fronteira e o Lg de São Sebastião},OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1709251140000"",""date_min"":""2023-11-27"",""hour_max"":""23:59:00"",""date_max"":""2024-02-29"",""start_date"":""1701043200000"",""hour_min"":""00:00:00""}]",Corte total,"[""2024-02-29""]"
2023-11-23T09:37:29.000Z,EMEL.condicionamentoTransito.COND-2023-5914-3,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.146291869,38.731018404],[-9.14643872,38.730761565],[-9.146246271,38.730695655],[-9.146195309,38.730763134],[-9.146104785,38.730729133],[-9.146009566,38.730841598],[-9.146142336,38.730882923],[-9.146199333,38.730789289],[-9.146330761,38.730850491],[-9.146226825,38.731007419],[-9.146287175,38.731028866]]],""type"":""MultiLineString""}]}",Relevante,Rua Tomás Ribeiro / Av. Fontes Pereira de Melo { Junto ao edifício da ALTICE},OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1719529140000"",""date_min"":""2023-11-27"",""hour_max"":""23:59:00"",""date_max"":""2024-06-27"",""start_date"":""1701072000000"",""hour_min"":""08:00:00""}]",Mantém perfil de via,"[""2024-06-27""]"
2023-11-27T10:29:55.000Z,EMEL.condicionamentoTransito.COND-2023-7032-A-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151407282,38.721779268],[-9.151389848,38.721761481]]],""type"":""MultiLineString""}]}",Relevante,Cidade de Lisboa,ILUMINAÇÃO PÚBLICA,"[{""end_date"":""1732751940000"",""date_min"":""2023-11-27"",""hour_max"":""23:59:00"",""date_max"":""2024-11-27"",""start_date"":""1701043200000"",""hour_min"":""00:00:00""}]",Estreitamento de via,"[""2024-11-27""]"
2023-11-28T11:45:49.000Z,EMEL.condicionamentoTransito.COND-2023-4406-A-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.140565152,38.738338158],[-9.140241946,38.738434398],[-9.140182937,38.738196938],[-9.140363987,38.738164509],[-9.140418972,38.738371633]]],""type"":""MultiLineString""}]}",Relevante,"Rua Xavier Cordeiro,31 {29 a 29-D ver planta}",OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1710547140000"",""date_min"":""2023-12-01"",""hour_max"":""23:59:00"",""date_max"":""2024-03-15"",""start_date"":""1701388800000"",""hour_min"":""00:00:00""}]",Estreitamento de via,"[""2024-03-15""]"
2023-11-28T15:24:56.000Z,EMEL.condicionamentoTransito.COND-2023-7071-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.138989827,38.710488126],[-9.139043471,38.710615797]]],""type"":""MultiLineString""}]}",Pouco relevante,Rua do Crucifixo - jt à Estação da baixa Chiado {estacionamento},OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1711987200000"",""date_min"":""2024-01-04"",""hour_max"":""17:00:00"",""date_max"":""2024-04-01"",""start_date"":""1704355200000"",""hour_min"":""08:00:00""}]",Estacionamento,"[""2024-04-01""]"
2023-11-29T15:51:12.000Z,EMEL.condicionamentoTransito.COND-2023-7100-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151269423,38.721807457],[-9.151285516,38.721832569],[-9.151301609,38.721851402]]],""type"":""MultiLineString""}]}",Relevante,Mouraria e Alfama.,EVENTO,"[{""end_date"":""1732924740000"",""date_min"":""2023-11-30"",""hour_max"":""23:59:00"",""date_max"":""2024-11-29"",""start_date"":""1701302400000"",""hour_min"":""00:00:00""}]",Mantém perfil de via,"[""2024-11-29""]"
2023-12-05T09:35:13.000Z,EMEL.condicionamentoTransito.COND-2022-2963-PA-9,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.161943577,38.72535277],[-9.162115238,38.725194783],[-9.162422351,38.725388343]]],""type"":""MultiLineString""}]}",Relevante,"Rua Professor Sousa da Câmara,140-148",CARGAS E DESCARGAS/OBRAS,"[{""end_date"":""1719774000000"",""date_min"":""2024-01-02"",""hour_max"":""20:00:00"",""date_max"":""2024-06-30"",""start_date"":""1704182400000"",""hour_min"":""08:00:00""}]",Estreitamento de via,"[""2024-06-30""]"
2023-12-05T09:47:32.000Z,EMEL.condicionamentoTransito.COND-2023-7164-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.153688378,38.709055487],[-9.153712518,38.70907851]]],""type"":""MultiLineString""}]}",Relevante,Largo da Esperança,RESERVA DE ESTACIONAMENTO,"[{""end_date"":""1718060340000"",""date_min"":""2023-12-11"",""hour_max"":""23:59:00"",""date_max"":""2024-06-10"",""start_date"":""1702252800000"",""hour_min"":""00:00:00""}]",Estacionamento,"[""2024-06-10""]"
2023-12-07T13:46:33.000Z,EMEL.condicionamentoTransito.COND-2023-7235-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.155936736,38.726067361],[-9.155247408,38.725309867],[-9.155338603,38.725261738],[-9.155448574,38.725326607],[-9.156025249,38.726015048],[-9.157006937,38.725466807],[-9.157087404,38.725485639],[-9.157331485,38.72572628],[-9.158309895,38.726691392],[-9.158229429,38.726603507],[-9.157912928,38.726787647],[-9.158240158,38.726599322],[-9.158894617,38.727377728],[-9.157784182,38.727951064],[-9.158894617,38.727369358],[-9.159565169,38.728089166],[-9.158422548,38.728704345],[-9.158347446,38.728629017],[-9.159500796,38.728013838],[-9.15991922,38.728507656],[-9.158899981,38.729223268],[-9.157521326,38.727691598],[-9.156904417,38.727022006],[-9.156019288,38.72602179],[-9.157118994,38.727235439],[-9.158899981,38.729224065],[-9.158304531,38.729667657],[-9.157902199,38.729939669],[-9.157360393,38.729291022],[-9.158272344,38.72878047],[-9.158781964,38.729316131],[-9.158288437,38.72878047],[-9.158224064,38.728696772],[-9.157312113,38.729198955],[-9.157365757,38.729303576],[-9.15729602,38.729198955],[-9.157059986,38.728968789],[-9.156861502,38.728805579],[-9.156668383,38.728550302],[-9.157623249,38.728048114],[-9.1582187,38.728705142],[-9.157628614,38.728048114],[-9.157580334,38.727956046],[-9.156582552,38.728470789],[-9.156657654,38.728554486],[-9.154962498,38.726587564],[-9.15593614,38.727719597],[-9.156866867,38.727194387],[-9.157569605,38.727951861],[-9.156915146,38.727294826],[-9.156866867,38.727240421],[-9.155997831,38.72773006],[-9.156866867,38.727252976],[-9.155949551,38.726127213],[-9.154973227,38.726608489],[-9.155949551,38.726131398],[-9.155936736,38.726067361]]],""type"":""MultiLineString""}]}",Relevante,R.Marquês da Fronteira-R.Artil.Um-R.Rod.da Fonseca-Rua Castilho-R.D.Franc.M.Melo-R.Padre A.Vieira-e outras 2,OBRAS NO SUBSOLO - FAIXA DE RODAGEM,"[{""end_date"":""1710784800000"",""date_min"":""2023-12-18"",""hour_max"":""18:00:00"",""date_max"":""2024-03-18"",""start_date"":""1702886400000"",""hour_min"":""08:00:00""}]",Estreitamento de via,"[""2024-03-18""]"
2023-12-09T23:15:15.000Z,EMEL.condicionamentoTransito.COND-2023-7258-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.152776896,38.791047932],[-9.152369201,38.791348979]]],""type"":""MultiLineString""}]}",Relevante,Rua Carlos Rocha {troço entre a Rua Barata Feyo e a Rua Maluda},OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1715641140000"",""date_min"":""2023-12-13"",""hour_max"":""23:59:00"",""date_max"":""2024-05-13"",""start_date"":""1702454400000"",""hour_min"":""08:00:00""}]",Corte total,"[""2024-05-13""]"
2023-12-11T15:21:23.000Z,EMEL.condicionamentoTransito.COND-2023-7282-A-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151219142,38.721868904],[-9.151209083,38.721858441]]],""type"":""MultiLineString""}]}",Relevante,Vários Locais da Cidade de Lisboa,OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1717174800000"",""date_min"":""2023-12-12"",""hour_max"":""18:00:00"",""date_max"":""2024-05-31"",""start_date"":""1702368000000"",""hour_min"":""08:00:00""}]",Mantém perfil de via,"[""2024-05-31""]"
2023-12-11T15:44:09.000Z,EMEL.condicionamentoTransito.COND-2022-7386-PA-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151199188,38.721874625],[-9.15117773,38.721885089]]],""type"":""MultiLineString""}]}",Relevante,Cidade de Lisboa,OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1710439200000"",""date_min"":""2023-12-15"",""hour_max"":""18:00:00"",""date_max"":""2024-03-14"",""start_date"":""1702630800000"",""hour_min"":""09:00:00""}]",Estreitamento de via,"[""2024-03-14""]"
2023-12-12T10:42:45.000Z,EMEL.condicionamentoTransito.COND-2023-379-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151402411,38.721758428],[-9.151416492,38.721777785]]],""type"":""MultiLineString""}]}",Relevante,Cidade de Lisboa,PINTURAS,"[{""end_date"":""1735689540000"",""date_min"":""2024-01-02"",""hour_max"":""23:59:00"",""date_max"":""2024-12-31"",""start_date"":""1704153600000"",""hour_min"":""00:00:00""}]",Estreitamento de via,"[""2024-12-31""]"
2023-12-12T10:50:19.000Z,EMEL.condicionamentoTransito.COND-2023-714-PA-9,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151336143,38.73349836],[-9.151731769,38.733310577]]],""type"":""MultiLineString""}]}",Relevante,Rua Dr. António Cândido {troço entre a Rua Latino Coelho e o Largo de São Sebastião},OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1711821600000"",""date_min"":""2023-12-23"",""hour_max"":""18:00:00"",""date_max"":""2024-03-30"",""start_date"":""1703318400000"",""hour_min"":""08:00:00""}]",Estreitamento de via,"[""2024-03-30""]"
2023-12-12T10:55:50.000Z,EMEL.condicionamentoTransito.COND-2023-714-PA-10,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.150742478,38.734098163],[-9.15061105,38.734234161],[-9.150957055,38.73388475],[-9.151297696,38.733539522],[-9.149897583,38.734975868]]],""type"":""MultiLineString""}]}",Relevante,Rua Dr. António Cândido {Troço entre  Av. Duque d’Ávila e a Rua Latino Coelho} ,OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1711843140000"",""date_min"":""2023-12-23"",""hour_max"":""23:59:00"",""date_max"":""2024-03-30"",""start_date"":""1703289600000"",""hour_min"":""00:00:00""}]",Estreitamento de via,"[""2024-03-30""]"
2023-12-14T11:22:14.000Z,EMEL.condicionamentoTransito.COND-2023-6703-3,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.135290459,38.723546746],[-9.135261625,38.72386325]]],""type"":""MultiLineString""}]}",Relevante, Av. Almirante Reis {junto ao entroncamento com a Rua Maria Andrade e Regueirão Anjos},OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1718751540000"",""date_min"":""2023-12-15"",""hour_max"":""23:59:00"",""date_max"":""2024-06-18"",""start_date"":""1702598400000"",""hour_min"":""00:00:00""}]",Mantém perfil de via,"[""2024-06-18""]"
2023-12-14T11:41:34.000Z,EMEL.condicionamentoTransito.COND-2023-6733-4,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.135633373,38.718247961],[-9.135655501,38.718040256],[-9.135630691,38.718247438],[-9.135829174,38.718278829],[-9.13582381,38.718134953]]],""type"":""MultiLineString""}]}",Relevante,"Rua da Palma {nos dois sentidos} - Lado Poente, próximo do nº.181/e Nascente, próximo do nº.238",OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1718751540000"",""date_min"":""2023-12-15"",""hour_max"":""23:59:00"",""date_max"":""2024-06-18"",""start_date"":""1702598400000"",""hour_min"":""00:00:00""}]",Estacionamento,"[""2024-06-18""]"
2023-12-18T14:16:34.000Z,EMEL.condicionamentoTransito.COND-2023-108-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151200746,38.721950059],[-9.151238297,38.721928086]]],""type"":""MultiLineString""}]}",Pouco relevante,Vários Locais da Cidade,OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1711911600000"",""date_min"":""2024-01-01"",""hour_max"":""20:00:00"",""date_max"":""2024-03-31"",""start_date"":""1704096000000"",""hour_min"":""08:00:00""}]",Passeio,"[""2024-03-31""]"
2023-12-19T14:49:32.000Z,EMEL.condicionamentoTransito.COND-2023-3594-PA-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151055574,38.721972654],[-9.151041827,38.721958791]]],""type"":""MultiLineString""}]}",Relevante,Vários locais,CARGAS E DESCARGAS,"[{""end_date"":""1735689540000"",""date_min"":""2024-06-08"",""hour_max"":""23:59:00"",""date_max"":""2024-12-31"",""start_date"":""1717801200000"",""hour_min"":""00:00:00""}]",Estreitamento de via,"[""2024-12-31""]"
2023-12-19T15:11:51.000Z,EMEL.condicionamentoTransito.COND-2023-6052-3,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.102472166,38.772416725],[-9.101887445,38.77186884]]],""type"":""MultiLineString""}]}",Relevante,Rua Padre Joaquim Alves Correia {Emp. Escola Básica e Jardim de Infância Infante D.Henrique},OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1711868400000"",""date_min"":""2024-01-01"",""hour_max"":""08:00:00"",""date_max"":""2024-03-31"",""start_date"":""1704096000000"",""hour_min"":""08:00:00""}]",Passeio,"[""2024-03-31""]"
2023-12-19T22:54:34.000Z,EMEL.condicionamentoTransito.COND-2023-6733-5,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.135833198,38.718132337],[-9.135814422,38.71827569],[-9.135622644,38.718246392],[-9.135646784,38.718042349]]],""type"":""MultiLineString""}]}",Relevante,"Rua da Palma {nos dois sentidos} - Lado Poente, próximo do
nº.181/e Nascente, próximo do nº.238",OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1722466740000"",""date_min"":""2024-01-04"",""hour_max"":""23:59:00"",""date_max"":""2024-07-31"",""start_date"":""1704326400000"",""hour_min"":""00:00:00""}]",Estacionamento,"[""2024-07-31""]"
2023-12-19T23:16:37.000Z,EMEL.condicionamentoTransito.COND-2023-6703-4,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.135277048,38.723563749],[-9.135244861,38.723852525]]],""type"":""MultiLineString""}]}",Relevante,Av. Almirante Reis {junto ao entroncamento da Rua Maria Andrade e regueirão dos Anjos},OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1722466740000"",""date_min"":""2024-01-04"",""hour_max"":""23:59:00"",""date_max"":""2024-07-31"",""start_date"":""1704326400000"",""hour_min"":""00:00:00""}]",Mantém perfil de via,"[""2024-07-31""]"
2023-12-20T09:52:51.000Z,EMEL.condicionamentoTransito.COND-2023-5598-P-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.166515924,38.742688999],[-9.166341581,38.742540465],[-9.166646012,38.742807198],[-9.166161873,38.743225602],[-9.16615785,38.743230832],[-9.165703215,38.74319736],[-9.165536918,38.743065563],[-9.165692486,38.743193176],[-9.165535577,38.743069747],[-9.165536918,38.743064517],[-9.16556374,38.743042551],[-9.166018375,38.742658664],[-9.166306042,38.742547264],[-9.166336216,38.742534189]]],""type"":""MultiLineString""}]}",Relevante,Cruzam. da Est. das Laranjeiras com a Av. das Forças Armadas,OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1709423940000"",""date_min"":""2023-12-21"",""hour_max"":""23:59:00"",""date_max"":""2024-03-02"",""start_date"":""1703116800000"",""hour_min"":""00:00:00""}]",Estreitamento de via,"[""2024-03-02""]"
2023-12-20T09:54:44.000Z,EMEL.condicionamentoTransito.COND-2023-5601-PA-2,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.166280859,38.74302704],[-9.165798062,38.742805285]]],""type"":""MultiLineString""}]}",Relevante,"Cruzam. da Est. das Laranjeiras com a Av. das Forças Armadas
{corte sentido Rego/Pç Espanha e acesso a Entrecampos}",OBRA - FAIXA DE RODAGEM,"[{""end_date"":""1709423940000"",""date_min"":""2024-01-01"",""hour_max"":""23:59:00"",""date_max"":""2024-03-02"",""start_date"":""1704067200000"",""hour_min"":""00:00:00""}]",Corte total,"[""2024-03-02""]"
2023-12-20T15:16:59.000Z,EMEL.condicionamentoTransito.COND-2022-524-3,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.128627461,38.723225626],[-9.128665011,38.723131459],[-9.12911294,38.723106348],[-9.129107576,38.722974514],[-9.128557723,38.722934755],[-9.128176849,38.722934755],[-9.128166121,38.723221441],[-9.128538948,38.723215163],[-9.128627461,38.723225626]]],""type"":""MultiLineString""}]}",Relevante,Av. General Roçadas e Rua da Penha de França {antigos nºs 68-68-B e 70-70-B,OBRA - PASSEIO E ESTACION.,"[{""end_date"":""1715900340000"",""date_min"":""2024-01-20"",""hour_max"":""23:59:00"",""date_max"":""2024-05-16"",""start_date"":""1705708800000"",""hour_min"":""00:00:00""}]",Estacionamento,"[""2024-05-16""]"
2023-12-21T11:00:11.000Z,EMEL.condicionamentoTransito.COND-2023-7466-1,"{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.163930637,38.715635502],[-9.164124146,38.721347967],[-9.164207294,38.721647216]]],""type"":""MultiLineString""}]}",Relevante,Rua Ferreira Borges,PLANTAÇÃO / PODA DE ÁRVORES,"[{""end_date"":""1710525600000"",""date_min"":""2024-01-15"",""hour_max"":""18:00:00"",""date_max"":""2024-03-15"",""start_date"":""1705305600000"",""hour_min"":""08:00:00""}]",Estreitamento de via,"[""2024-03-15""]"